"DIN","status","name","description","atc_number(s)","atc(s)"
"02453029","approved","CANEAL PERITONEAL DIALYSIS SOLUTION","CANEAL PERITONEAL DIALYSIS SOLUTION (DEXTROSE 4.25G, MAGNESIUM CHLORIDE 15.2MG, CALCIUM CHLORIDE 25.7MG, SODIUM CHLORIDE 567MG, SODIUM LACTATE 392MG)","B05ZA;B05ZA;B05ZA;B0","HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIAL"
"02453037","approved","CANEAL PERITONEAL DIALYSIS SOLUTION","CANEAL PERITONEAL DIALYSIS SOLUTION (DEXTROSE 1.5G, MAGNESIUM CHLORIDE 5.08MG, CALCIUM CHLORIDE 18.3MG, SODIUM CHLORIDE 538MG, SODIUM LACTATE 448MG)","B05ZA;B05ZA;B05ZA;B0","HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIAL"
"02453045","approved","CANEAL PERITONEAL DIALYSIS SOLUTION","CANEAL PERITONEAL DIALYSIS SOLUTION (DEXTROSE 4.25G, MAGNESIUM CHLORIDE 5.08MG, CALCIUM CHLORIDE 18.3MG, SODIUM CHLORIDE 538MG, SODIUM LACTATE 448MG)","B05ZA;B05ZA;B05ZA;B0","HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIAL"
"02453053","approved","APO-PERINDOPRIL-INDAPAMIDE","APO-PERINDOPRIL-INDAPAMIDE (PERINDOPRIL ERBUMINE 2MG, PERINDOPRIL ERBUMINE 2MG, INDAPAMIDE 0.625MG, INDAPAMIDE 0.625MG)","C09BA04;C09BA04;C09B","PERINDOPRIL AND DIURETICS;PERINDOPRIL AND DIURETICS;PERINDOPRIL AND DIURETICS;PERINDOPRIL AND DIURETICS"
"02453061","marketed","APO-PERINDOPRIL-INDAPAMIDE","APO-PERINDOPRIL-INDAPAMIDE (PERINDOPRIL ERBUMINE 8MG, PERINDOPRIL ERBUMINE 8MG, INDAPAMIDE 2.5MG, INDAPAMIDE 2.5MG)","C09BA04;C09BA04;C09B","PERINDOPRIL AND DIURETICS;PERINDOPRIL AND DIURETICS;PERINDOPRIL AND DIURETICS;PERINDOPRIL AND DIURETICS"
"02453096","approved","ANTI-DANDRUFF SHAMPOO CLASSIC CLEAN","ANTI-DANDRUFF SHAMPOO CLASSIC CLEAN (PYRITHIONE ZINC 1%)","D11AX12","PYRITHIONE ZINC"
"02453118","approved","ANTI-DANDRUFF SHAMPOO","ANTI-DANDRUFF SHAMPOO (PYRITHIONE ZINC 1%)","D11AX12","PYRITHIONE ZINC"
"02453126","approved","MUCUS & PHLEGM SYRUP","MUCUS & PHLEGM SYRUP (GUAIFENESIN 200MG)","R05CA03","GUAIFENESIN"
"02453150","marketed","IBRANCE","IBRANCE (PALBOCICLIB 75MG)","L01EF01","PALBOCICLIB"
"02453169","marketed","IBRANCE","IBRANCE (PALBOCICLIB 100MG)","L01EF01","PALBOCICLIB"
"02453177","marketed","IBRANCE","IBRANCE (PALBOCICLIB 125MG)","L01EF01","PALBOCICLIB"
"02453185","approved","ANODAN-PLUS OINTMENT","ANODAN-PLUS OINTMENT (PRAMOXINE HYDROCHLORIDE 1%, PRAMOXINE HYDROCHLORIDE 1%, ZINC SULFATE 0.5%, ZINC SULFATE 0.5%)","C05AD07;C05AD07;C05A","PRAMOCAINE;PRAMOCAINE;PRAMOCAINE;PRAMOCAINE"
"02453193","marketed","LAX-A-DAY PHARMA","LAX-A-DAY PHARMA (POLYETHYLENE GLYCOL 3350 100%)","A06AD15","MACROGOL"
"02453207","marketed","LUNESTA","LUNESTA (ESZOPICLONE 1MG)","N05CF04","ESZOPICLONE"
"02453215","marketed","LUNESTA","LUNESTA (ESZOPICLONE 2MG)","N05CF04","ESZOPICLONE"
"02453223","marketed","LUNESTA","LUNESTA (ESZOPICLONE 3MG)","N05CF04","ESZOPICLONE"
"02453258","marketed","S.O.S. NALOXONE HYDROCHLORIDE INJECTION","S.O.S. NALOXONE HYDROCHLORIDE INJECTION (NALOXONE HYDROCHLORIDE 0.4MG)","V03AB15","NALOXONE"
"02453266","approved","S.O.S. NALOXONE HYDROCHLORIDE INJECTION","S.O.S. NALOXONE HYDROCHLORIDE INJECTION (NALOXONE HYDROCHLORIDE 1MG)","V03AB15","NALOXONE"
"02453304","marketed","RAVICTI","RAVICTI (GLYCEROL PHENYLBUTYRATE 1.1G)","A16AX09","GLYCEROL PHENYLBUTYRATE"
"02453312","marketed","JAMP-BEZAFIBRATE SR","JAMP-BEZAFIBRATE SR (BEZAFIBRATE 400MG)","C10AB02","BEZAFIBRATE"
"02453347","marketed","JAMP-DORZOLAMIDE","JAMP-DORZOLAMIDE (DORZOLAMIDE (DORZOLAMIDE HYDROCHLORIDE) 2%)","S01EC03","DORZOLAMIDE"
"02453355","marketed","JAMP LATANOPROST","JAMP LATANOPROST (LATANOPROST 50MCG)","S01EE01","LATANOPROST"
"02453363","marketed","APO-CETIRIZINE","APO-CETIRIZINE (CETIRIZINE HYDROCHLORIDE 20MG)","R06AE07","CETIRIZINE"
"02453371","approved","DOM-DULOXETINE","DOM-DULOXETINE (DULOXETINE (DULOXETINE HYDROCHLORIDE) 30MG)","N06AX21","DULOXETINE"
"02453398","approved","DOM-DULOXETINE","DOM-DULOXETINE (DULOXETINE (DULOXETINE HYDROCHLORIDE) 60MG)","N06AX21","DULOXETINE"
"02453401","approved","PANTOPRAZOLE SODIUM FOR INJECTION","PANTOPRAZOLE SODIUM FOR INJECTION (PANTOPRAZOLE (PANTOPRAZOLE SODIUM SESQUIHYDRATE) 40MG)","A02BC02","PANTOPRAZOLE"
"02453428","approved","TARO-TACROLIMUS","TARO-TACROLIMUS (TACROLIMUS 5MG)","L04AD02","TACROLIMUS"
"02453444","approved","APO-OLMESARTAN","APO-OLMESARTAN (OLMESARTAN MEDOXOMIL 10MG)","C09CA08","OLMESARTAN MEDOXOMIL"
"02453452","marketed","APO-OLMESARTAN","APO-OLMESARTAN (OLMESARTAN MEDOXOMIL 20MG)","C09CA08","OLMESARTAN MEDOXOMIL"
"02453460","marketed","APO-OLMESARTAN","APO-OLMESARTAN (OLMESARTAN MEDOXOMIL 40MG)","C09CA08","OLMESARTAN MEDOXOMIL"
"02453541","marketed","NO7 PROTECT & PERFECT INTENSE ADVANCED DAY CREAM","NO7 PROTECT & PERFECT INTENSE ADVANCED DAY CREAM (AVOBENZONE 3%, OCTOCRYLENE 7.5%, OCTISALATE 5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02453568","marketed","AURO-TELMISARTAN","AURO-TELMISARTAN (TELMISARTAN 40MG)","C09CA07","TELMISARTAN"
"02453576","marketed","AURO-TELMISARTAN","AURO-TELMISARTAN (TELMISARTAN 80MG)","C09CA07","TELMISARTAN"
"02453606","marketed","APO-OLMESARTAN/HCTZ","APO-OLMESARTAN/HCTZ (HYDROCHLOROTHIAZIDE 12.5MG, HYDROCHLOROTHIAZIDE 12.5MG, OLMESARTAN MEDOXOMIL 20MG, OLMESARTAN MEDOXOMIL 20MG)","C09DA08;C09DA08;C09D","OLMESARTAN MEDOXOMIL AND DIURETICS;OLMESARTAN MEDOXOMIL AND DIURETICS;OLMESARTAN MEDOXOMIL AND DIURETICS;OLMESARTAN MEDO"
"02453614","marketed","APO-OLMESARTAN/HCTZ","APO-OLMESARTAN/HCTZ (HYDROCHLOROTHIAZIDE 12.5MG, HYDROCHLOROTHIAZIDE 12.5MG, OLMESARTAN MEDOXOMIL 40MG, OLMESARTAN MEDOXOMIL 40MG)","C09DA08;C09DA08;C09D","OLMESARTAN MEDOXOMIL AND DIURETICS;OLMESARTAN MEDOXOMIL AND DIURETICS;OLMESARTAN MEDOXOMIL AND DIURETICS;OLMESARTAN MEDO"
"02453622","marketed","APO-OLMESARTAN/HCTZ","APO-OLMESARTAN/HCTZ (HYDROCHLOROTHIAZIDE 25MG, HYDROCHLOROTHIAZIDE 25MG, OLMESARTAN MEDOXOMIL 40MG, OLMESARTAN MEDOXOMIL 40MG)","C09DA08;C09DA08;C09D","OLMESARTAN MEDOXOMIL AND DIURETICS;OLMESARTAN MEDOXOMIL AND DIURETICS;OLMESARTAN MEDOXOMIL AND DIURETICS;OLMESARTAN MEDO"
"02453630","marketed","DULOXETINE","DULOXETINE (DULOXETINE (DULOXETINE HYDROCHLORIDE) 30MG)","N06AX21","DULOXETINE"
"02453649","marketed","DULOXETINE","DULOXETINE (DULOXETINE (DULOXETINE HYDROCHLORIDE) 60MG)","N06AX21","DULOXETINE"
"02453738","marketed","TEVA-FLUTICASONE","TEVA-FLUTICASONE (FLUTICASONE PROPIONATE 50MCG)","R01AD08","FLUTICASONE"
"02453770","marketed","JAMP-LATANOPROST/TIMOLOL","JAMP-LATANOPROST/TIMOLOL (TIMOLOL (TIMOLOL MALEATE) 5MG, TIMOLOL (TIMOLOL MALEATE) 5MG, LATANOPROST 50MCG, LATANOPROST 50MCG)","S01ED51;S01ED51;S01E","TIMOLOL, COMBINATIONS;TIMOLOL, COMBINATIONS;TIMOLOL, COMBINATIONS;TIMOLOL, COMBINATIONS"
"02453797","marketed","ENTECAVIR TABLETS","ENTECAVIR TABLETS (ENTECAVIR (ENTECAVIR MONOHYDRATE) 0.5MG)","J05AF10","ENTECAVIR"
"02453800","approved","BAR-MORPHINE SR","BAR-MORPHINE SR (MORPHINE SULFATE 15MG)","N02AA01","MORPHINE"
"02453819","marketed","PRALUENT","PRALUENT (ALIROCUMAB 75MG)","C10AX14","ALIROCUMAB"
"02453827","approved","BAR-MORPHINE SR","BAR-MORPHINE SR (MORPHINE SULFATE 30MG)","N02AA01","MORPHINE"
"02453835","marketed","PRALUENT","PRALUENT (ALIROCUMAB 150MG)","C10AX14","ALIROCUMAB"
"02453843","approved","BAR-MORPHINE SR","BAR-MORPHINE SR (MORPHINE SULFATE 60MG)","N02AA01","MORPHINE"
"02453851","approved","BAR-MORPHINE SR","BAR-MORPHINE SR (MORPHINE SULFATE 100MG)","N02AA01","MORPHINE"
"02453878","approved","BAR-MORPHINE SR","BAR-MORPHINE SR (MORPHINE SULFATE 200MG)","N02AA01","MORPHINE"
"02453908","marketed","TEVA-BUPRENORPHINE/NALOXONE","TEVA-BUPRENORPHINE/NALOXONE (BUPRENORPHINE (BUPRENORPHINE HYDROCHLORIDE) 2MG, BUPRENORPHINE (BUPRENORPHINE HYDROCHLORIDE) 2MG, NALOXONE (NALOXONE HYDROCHLORIDE DIHYDRATE) 0.5MG, NALOXONE (NALOXONE HYDROCHLORIDE DIHYDRATE) 0.5MG)","N07BC51;N07BC51;N07B","BUPRENORPHINE, COMBINATIONS;BUPRENORPHINE, COMBINATIONS;BUPRENORPHINE, COMBINATIONS;BUPRENORPHINE, COMBINATIONS"
"02453916","marketed","TEVA-BUPRENORPHINE/NALOXONE","TEVA-BUPRENORPHINE/NALOXONE (BUPRENORPHINE (BUPRENORPHINE HYDROCHLORIDE) 8MG, BUPRENORPHINE (BUPRENORPHINE HYDROCHLORIDE) 8MG, NALOXONE (NALOXONE HYDROCHLORIDE DIHYDRATE) 2MG, NALOXONE (NALOXONE HYDROCHLORIDE DIHYDRATE) 2MG)","N07BC51;N07BC51;N07B","BUPRENORPHINE, COMBINATIONS;BUPRENORPHINE, COMBINATIONS;BUPRENORPHINE, COMBINATIONS;BUPRENORPHINE, COMBINATIONS"
"02453940","marketed","PMS-TENOFOVIR","PMS-TENOFOVIR (TENOFOVIR DISOPROXIL FUMARATE 300MG)","J05AF07","TENOFOVIR DISOPROXIL"
"02454017","marketed","MAR-ATORVASTATIN","MAR-ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM) 10MG)","C10AA05","ATORVASTATIN"
"02454025","marketed","MAR-ATORVASTATIN","MAR-ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM) 20MG)","C10AA05","ATORVASTATIN"
"02454033","marketed","MAR-ATORVASTATIN","MAR-ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM) 40MG)","C10AA05","ATORVASTATIN"
"02454041","marketed","MAR-ATORVASTATIN","MAR-ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM) 80MG)","C10AA05","ATORVASTATIN"
"02454068","approved","ACH-TACROLIMUS","ACH-TACROLIMUS (TACROLIMUS 0.5MG)","L04AD02","TACROLIMUS"
"02454084","approved","OXALIPLATIN INJECTION","OXALIPLATIN INJECTION (OXALIPLATIN 5MG)","L01XA03","OXALIPLATIN"
"02454130","marketed","BLEXTEN","BLEXTEN (BILASTINE 20MG)","R06AX29","BILASTINE"
"02454149","approved","CHANTECAILLE ULTRA SUN PROTECTION SUNSCREEN BROAD SPECTRUM SPF 45 PRIMER","CHANTECAILLE ULTRA SUN PROTECTION SUNSCREEN BROAD SPECTRUM SPF 45 PRIMER (AVOBENZONE 3%, OCTOCRYLENE 2.75%, OCTISALATE 5%, OCTINOXATE 7.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02454173","approved","ACNE ERASER CLEANSER","ACNE ERASER CLEANSER (BENZOYL PEROXIDE 5%)","D10AE01","BENZOYL PEROXIDE"
"02454246","marketed","SUN PROTECTOR WEIGHTLESS LOTION FOR FACE AND BODY","SUN PROTECTOR WEIGHTLESS LOTION FOR FACE AND BODY (OXYBENZONE 3.86%, AVOBENZONE 3%, HOMOSALATE 10.72%, OCTOCRYLENE 6%, OCTISALATE 3.21%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02454262","marketed","ORIGINS A PERFECT WORLD SPF 40 AGE-DEFENSE MOISTURIZER WITH WHITE TEA","ORIGINS A PERFECT WORLD SPF 40 AGE-DEFENSE MOISTURIZER WITH WHITE TEA (AVOBENZONE 3%, HOMOSALATE 8%, OCTOCRYLENE 5%, OCTISALATE 4.5%, OCTINOXATE 7.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02454297","marketed","ACT ESCITALOPRAM ODT","ACT ESCITALOPRAM ODT (ESCITALOPRAM 10MG)","N06AB10","ESCITALOPRAM"
"02454300","marketed","ACT ESCITALOPRAM ODT","ACT ESCITALOPRAM ODT (ESCITALOPRAM 20MG)","N06AB10","ESCITALOPRAM"
"02454319","marketed","JAMP-RISPERIDONE","JAMP-RISPERIDONE (RISPERIDONE (RISPERIDONE TARTRATE) 1MG)","N05AX08","RISPERIDONE"
"02454343","marketed","PRAXBIND","PRAXBIND (IDARUCIZUMAB 50MG)","V03AB37","IDARUCIZIMAB"
"02454351","marketed","LONG LASTING DECONGESTANT NASAL SPRAY","LONG LASTING DECONGESTANT NASAL SPRAY (OXYMETAZOLINE HYDROCHLORIDE 0.05%)","R01AA05","OXYMETAZOLINE"
"02454386","marketed","PMS-ERLOTINIB","PMS-ERLOTINIB (ERLOTINIB (ERLOTINIB HYDROCHLORIDE) 100MG)","L01EB02","ERLOTINIB"
"02454394","marketed","PMS-ERLOTINIB","PMS-ERLOTINIB (ERLOTINIB (ERLOTINIB HYDROCHLORIDE) 150MG)","L01EB02","ERLOTINIB"
"02454416","marketed","DESCOVY","DESCOVY (EMTRICITABINE 200MG, TENOFOVIR ALAFENAMIDE (TENOFOVIR ALAFENAMIDE HEMIFUMARATE) 10MG)","J05AR17;J05AR17","EMTRICITABINE AND TENOFOVIR ALAFENAMIDE;EMTRICITABINE AND TENOFOVIR ALAFENAMIDE"
"02454424","marketed","DESCOVY","DESCOVY (EMTRICITABINE 200MG, TENOFOVIR ALAFENAMIDE (TENOFOVIR ALAFENAMIDE HEMIFUMARATE) 25MG)","J05AR17;J05AR17","EMTRICITABINE AND TENOFOVIR ALAFENAMIDE;EMTRICITABINE AND TENOFOVIR ALAFENAMIDE"
"02454467","marketed","APO-ALENDRONATE/VITAMIN D3","APO-ALENDRONATE/VITAMIN D3 (VITAMIN D3 (CHOLECALCIFEROL) 2800UNIT, VITAMIN D3 (CHOLECALCIFEROL) 2800UNIT, ALENDRONIC ACID (ALENDRONATE SODIUM) 70MG, ALENDRONIC ACID (ALENDRONATE SODIUM) 70MG)","M05BB03;M05BB03;M05B","ALENDRONIC ACID AND CHOLECALCIFEROL;ALENDRONIC ACID AND CHOLECALCIFEROL;ALENDRONIC ACID AND CHOLECALCIFEROL;ALENDRONIC A"
"02454475","marketed","APO-ALENDRONATE/VITAMIN D3","APO-ALENDRONATE/VITAMIN D3 (VITAMIN D3 (CHOLECALCIFEROL) 5600UNIT, VITAMIN D3 (CHOLECALCIFEROL) 5600UNIT, ALENDRONIC ACID (ALENDRONATE SODIUM) 70MG, ALENDRONIC ACID (ALENDRONATE SODIUM) 70MG)","M05BB03;M05BB03;M05B","ALENDRONIC ACID AND CHOLECALCIFEROL;ALENDRONIC ACID AND CHOLECALCIFEROL;ALENDRONIC ACID AND CHOLECALCIFEROL;ALENDRONIC A"
"02454483","approved","EPTIFIBATIDE INJECTION","EPTIFIBATIDE INJECTION (EPTIFIBATIDE 0.75MG)","B01AC16","EPTIFIBATIDE"
"02454491","approved","EPTIFIBATIDE INJECTION","EPTIFIBATIDE INJECTION (EPTIFIBATIDE 2MG)","B01AC16","EPTIFIBATIDE"
"02454505","marketed","MED-LATANOPROST-TIMOLOL","MED-LATANOPROST-TIMOLOL (TIMOLOL (TIMOLOL MALEATE) 5MG, TIMOLOL (TIMOLOL MALEATE) 5MG, LATANOPROST 50MCG, LATANOPROST 50MCG)","S01ED51;S01ED51;S01E","TIMOLOL, COMBINATIONS;TIMOLOL, COMBINATIONS;TIMOLOL, COMBINATIONS;TIMOLOL, COMBINATIONS"
"02454513","marketed","AURO-ABACAVIR/LAMIVUDINE","AURO-ABACAVIR/LAMIVUDINE (LAMIVUDINE 300MG, ABACAVIR (ABACAVIR SULFATE) 600MG)","J05AR02;J05AR02","LAMIVUDINE AND ABACAVIR;LAMIVUDINE AND ABACAVIR"
"02454548","marketed","GRASTOFIL","GRASTOFIL (FILGRASTIM 480MCG)","L03AA02","FILGRASTIM"
"02454572","marketed","SHEER TOUCH TOUCHER SOYEUX OIL-FREE SUNSCREEN Ã CRAN SOLAIRE SANS HUILE SPF/FPS 50+","SHEER TOUCH TOUCHER SOYEUX OIL-FREE SUNSCREEN Ã CRAN SOLAIRE SANS HUILE SPF/FPS 50+ (AVOBENZONE 3%, HOMOSALATE 9%, OCTOCRYLENE 6%, OCTISALATE 4.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02454599","marketed","PHENYLEPHRINE HYDROCHLORIDE INJECTION","PHENYLEPHRINE HYDROCHLORIDE INJECTION (PHENYLEPHRINE HYDROCHLORIDE 50MCG)","C01CA06","PHENYLEPHRINE"
"02454602","marketed","HAWAIIAN TROPIC ISLAND SPORT SWEAT RESISTANT SUNSCREEN SPRAY SPF 30","HAWAIIAN TROPIC ISLAND SPORT SWEAT RESISTANT SUNSCREEN SPRAY SPF 30 (AVOBENZONE 2%, HOMOSALATE 7%, OCTOCRYLENE 5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02454645","marketed","VALACYCLOVIR","VALACYCLOVIR (VALACYCLOVIR (VALACYCLOVIR HYDROCHLORIDE) 500MG)","J05AB11","VALACICLOVIR"
"02454696","marketed","TARO-FENOFIBRATE E","TARO-FENOFIBRATE E (FENOFIBRATE 145MG)","C10AB05","FENOFIBRATE"
"02454718","approved","RIVA-TADALAFIL","RIVA-TADALAFIL (TADALAFIL 2.5MG)","G04BE08","TADALAFIL"
"02454726","marketed","RIVA-TADALAFIL","RIVA-TADALAFIL (TADALAFIL 5MG)","G04BE08","TADALAFIL"
"02454734","approved","RIVA-TADALAFIL","RIVA-TADALAFIL (TADALAFIL 10MG)","G04BE08","TADALAFIL"
"02454742","marketed","RIVA-TADALAFIL","RIVA-TADALAFIL (TADALAFIL 20MG)","G04BE08","TADALAFIL"
"02454750","marketed","METOJECT SUBCUTANEOUS","METOJECT SUBCUTANEOUS (METHOTREXATE (METHOTREXATE SODIUM) 12.5MG)","L04AX03","METHOTREXATE"
"02454769","marketed","METOJECT SUBCUTANEOUS","METOJECT SUBCUTANEOUS (METHOTREXATE (METHOTREXATE SODIUM) 17.5MG)","L04AX03","METHOTREXATE"
"02454777","marketed","METOJECT SUBCUTANEOUS","METOJECT SUBCUTANEOUS (METHOTREXATE (METHOTREXATE SODIUM) 22.5MG)","L04AX03","METHOTREXATE"
"02454785","approved","TRANEXAMIC ACID INJECTION","TRANEXAMIC ACID INJECTION (TRANEXAMIC ACID 100MG)","B02AA02","TRANEXAMIC ACID"
"02454793","marketed","ULTRA SUN PROTECTION SPRAY","ULTRA SUN PROTECTION SPRAY (OXYBENZONE 5%, AVOBENZONE 3%, HOMOSALATE 15%, OCTOCRYLENE 2.5%, OCTISALATE 5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02454807","marketed","SANDOZ DICLOFENAC OPHTHA","SANDOZ DICLOFENAC OPHTHA (DICLOFENAC SODIUM 0.1%)","S01BC03","DICLOFENAC"
"02454815","approved","ZONTIVITY","ZONTIVITY (VORAPAXAR SULFATE 2.5MG)","B01AC26","VORAPAXAR"
"02454823","approved","METOJECT SUBCUTANEOUS","METOJECT SUBCUTANEOUS (METHOTREXATE (METHOTREXATE SODIUM) 7.5MG)","L04AX03","METHOTREXATE"
"02454831","marketed","METOJECT SUBCUTANEOUS","METOJECT SUBCUTANEOUS (METHOTREXATE (METHOTREXATE SODIUM) 10MG)","L04AX03","METHOTREXATE"
"02454858","marketed","METOJECT SUBCUTANEOUS","METOJECT SUBCUTANEOUS (METHOTREXATE (METHOTREXATE SODIUM) 15MG)","L04AX03","METHOTREXATE"
"02454866","marketed","METOJECT SUBCUTANEOUS","METOJECT SUBCUTANEOUS (METHOTREXATE (METHOTREXATE SODIUM) 20MG)","L04AX03","METHOTREXATE"
"02454874","marketed","METOJECT SUBCUTANEOUS","METOJECT SUBCUTANEOUS (METHOTREXATE (METHOTREXATE SODIUM) 25MG)","L04AX03","METHOTREXATE"
"02454904","approved","MOTRIMAX 12 HOUR","MOTRIMAX 12 HOUR (NAPROXEN (NAPROXEN, NAPROXEN SODIUM) 200MG)","M01AE02","NAPROXEN"
"02455005","marketed","BRILINTA","BRILINTA (TICAGRELOR 60MG)","B01AC24","TICAGRELOR"
"02455013","marketed","RIVA-FINASTERIDE","RIVA-FINASTERIDE (FINASTERIDE 5MG)","G04CB01","FINASTERIDE"
"02455072","approved","OLMESARTAN MEDOXOMIL / HYDROCHLOROTHIAZIDE","OLMESARTAN MEDOXOMIL / HYDROCHLOROTHIAZIDE (HYDROCHLOROTHIAZIDE 12.5MG, HYDROCHLOROTHIAZIDE 12.5MG, OLMESARTAN MEDOXOMIL 20MG, OLMESARTAN MEDOXOMIL 20MG)","C09DA08;C09DA08;C09D","OLMESARTAN MEDOXOMIL AND DIURETICS;OLMESARTAN MEDOXOMIL AND DIURETICS;OLMESARTAN MEDOXOMIL AND DIURETICS;OLMESARTAN MEDO"
"02455080","approved","OLMESARTAN MEDOXOMIL / HYDROCHLOROTHIAZIDE","OLMESARTAN MEDOXOMIL / HYDROCHLOROTHIAZIDE (HYDROCHLOROTHIAZIDE 12.5MG, HYDROCHLOROTHIAZIDE 12.5MG, OLMESARTAN MEDOXOMIL 40MG, OLMESARTAN MEDOXOMIL 40MG)","C09DA08;C09DA08;C09D","OLMESARTAN MEDOXOMIL AND DIURETICS;OLMESARTAN MEDOXOMIL AND DIURETICS;OLMESARTAN MEDOXOMIL AND DIURETICS;OLMESARTAN MEDO"
"02455099","approved","OLMESARTAN MEDOXOMIL / HYDROCHLOROTHIAZIDE","OLMESARTAN MEDOXOMIL / HYDROCHLOROTHIAZIDE (HYDROCHLOROTHIAZIDE 25MG, HYDROCHLOROTHIAZIDE 25MG, OLMESARTAN MEDOXOMIL 40MG, OLMESARTAN MEDOXOMIL 40MG)","C09DA08;C09DA08;C09D","OLMESARTAN MEDOXOMIL AND DIURETICS;OLMESARTAN MEDOXOMIL AND DIURETICS;OLMESARTAN MEDOXOMIL AND DIURETICS;OLMESARTAN MEDO"
"02455102","marketed","TALTZ","TALTZ (IXEKIZUMAB 80MG)","L04AC13","IXEKIZUMAB"
"02455110","marketed","TALTZ","TALTZ (IXEKIZUMAB 80MG)","L04AC13","IXEKIZUMAB"
"02455153","approved","HANDYCLEAN ALCOHOL-FREE HAND SANITIZING WIPES","HANDYCLEAN ALCOHOL-FREE HAND SANITIZING WIPES (BENZALKONIUM CHLORIDE 0.13%)","D08AJ01","BENZALKONIUM"
"02455161","approved","AURO-CLOZAPINE","AURO-CLOZAPINE (CLOZAPINE 25MG)","N05AH02","CLOZAPINE"
"02455188","approved","AURO-CLOZAPINE","AURO-CLOZAPINE (CLOZAPINE 50MG)","N05AH02","CLOZAPINE"
"02455196","approved","AURO-CLOZAPINE","AURO-CLOZAPINE (CLOZAPINE 100MG)","N05AH02","CLOZAPINE"
"02455218","approved","AURO-CLOZAPINE","AURO-CLOZAPINE (CLOZAPINE 200MG)","N05AH02","CLOZAPINE"
"02455285","approved","ALLERGY EYE DROPS","ALLERGY EYE DROPS (TETRAHYDROZOLINE HYDROCHLORIDE 0.05%, ZINC SULFATE 0.25%)","S01GA52;S01GA52","TETRYZOLINE, COMBINATIONS;TETRYZOLINE, COMBINATIONS"
"02455293","approved","ADVANCED RELIEF EYE DROPS","ADVANCED RELIEF EYE DROPS (POLYETHYLENE GLYCOL 400 1%, DEXTRAN 70 0.1%, TETRAHYDROZOLINE HYDROCHLORIDE 0.05%, POVIDONE 1%)","S01GA52;S01GA52;S01G","TETRYZOLINE, COMBINATIONS;TETRYZOLINE, COMBINATIONS;TETRYZOLINE, COMBINATIONS;TETRYZOLINE, COMBINATIONS"
"02455315","marketed","SILK HYDRATION WEIGHTLESS CLEAR SUNSCREEN SPRAY SPF 30","SILK HYDRATION WEIGHTLESS CLEAR SUNSCREEN SPRAY SPF 30 (AVOBENZONE 2%, HOMOSALATE 5.5%, OCTOCRYLENE 4%, OCTISALATE 4.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02455323","marketed","BRENZYS","BRENZYS (ETANERCEPT 50MG)","L04AB01","ETANERCEPT"
"02455331","marketed","BRENZYS","BRENZYS (ETANERCEPT 50MG)","L04AB01","ETANERCEPT"
"02455358","marketed","TADALAFIL","TADALAFIL (TADALAFIL 5MG)","G04BE08","TADALAFIL"
