"DIN","status","name","new name","description","new description","atc_number(s)","atc(s)","indicator(s)"
"02312697","cancelled","PRO-VERAPAMIL SR","","PRO-VERAPAMIL SR (VERAPAMIL HYDROCHLORIDE 240MG)","","C08DA01","VERAPAMIL","Hypertension;Ischemic Heart disease"
"02312700","marketed","PRO-RISPERIDONE","","PRO-RISPERIDONE (RISPERIDONE 0.25MG)","","N05AX08","RISPERIDONE",""
"02312719","marketed","PRO-RISPERIDONE","","PRO-RISPERIDONE (RISPERIDONE 0.5MG)","","N05AX08","RISPERIDONE",""
"02312727","marketed","PRO-RISPERIDONE","","PRO-RISPERIDONE (RISPERIDONE 1.0MG)","","N05AX08","RISPERIDONE",""
"02312735","marketed","PRO-RISPERIDONE","","PRO-RISPERIDONE (RISPERIDONE 2.0MG)","","N05AX08","RISPERIDONE",""
"02312743","marketed","PRO-RISPERIDONE","","PRO-RISPERIDONE (RISPERIDONE 3.0MG)","","N05AX08","RISPERIDONE",""
"02312751","marketed","PRO-RISPERIDONE","","PRO-RISPERIDONE (RISPERIDONE 4.0MG)","","N05AX08","RISPERIDONE",""
"02312778","marketed","PRO-MIRTAZAPINE","","PRO-MIRTAZAPINE (MIRTAZAPINE 15MG)","","N06AX11","MIRTAZAPINE","Depression"
"02312786","marketed","PRO-MIRTAZAPINE","","PRO-MIRTAZAPINE (MIRTAZAPINE 30MG)","","N06AX11","MIRTAZAPINE","Depression"
"02312794","marketed","TEMODAL","","TEMODAL (TEMOZOLOMIDE 140MG)","","L01AX03","TEMOZOLOMIDE",""
"02312824","cancelled","HYDRA BAIN/BATH","","HYDRA BAIN/BATH (BENZALKONIUM CHLORIDE 0.12%)","","D08AJ01","BENZALKONIUM",""
"02312921","cancelled","CLEAN & CLEAR ADVANTAGE PLUS 3-IN-1 CLEANSER","","CLEAN & CLEAR ADVANTAGE PLUS 3-IN-1 CLEANSER (BENZOYL PEROXIDE 5.0%)","","D10AE01","BENZOYL PEROXIDE",""
"02312948","cancelled","POSITIVELY RADIANT CC CREAM SPF 30 FAIR TO LIGHT","","POSITIVELY RADIANT CC CREAM SPF 30 FAIR TO LIGHT (OXYBENZONE 2.0%, OCTISALATE 5.0%, HOMOSALATE 5.0%, OCTINOXATE 7.5%)","POSITIVELY RADIANT CC CREAM SPF 30 FAIR TO LIGHT (OXYBENZONE 2.0%, HOMOSALATE 5.0%, OCTISALATE 5.0%, OCTINOXATE 7.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02312956","cancelled","POSITIVELY RADIANT CC CREAM SPF 30 MEDIUM","","POSITIVELY RADIANT CC CREAM SPF 30 MEDIUM (OXYBENZONE 2.0%, OCTISALATE 5.0%, HOMOSALATE 5.0%, OCTINOXATE 7.5%)","POSITIVELY RADIANT CC CREAM SPF 30 MEDIUM (OXYBENZONE 2.0%, HOMOSALATE 5.0%, OCTISALATE 5.0%, OCTINOXATE 7.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02312964","cancelled","AVEENO ACTIVE NATURALS SUNSCREEN SPRAY SPF 30","","AVEENO ACTIVE NATURALS SUNSCREEN SPRAY SPF 30 (AVOBENZONE 3.0%, OCTOCRYLENE 2.35%, OXYBENZONE 5.0%, OCTISALATE 4.0%, HOMOSALATE 8.0%)","AVEENO ACTIVE NATURALS SUNSCREEN SPRAY SPF 30 (OXYBENZONE 5.0%, AVOBENZONE 3.0%, HOMOSALATE 8.0%, OCTOCRYLENE 2.35%, OCTISALATE 4.0%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02312999","cancelled","PMS-VALSARTAN","","PMS-VALSARTAN (VALSARTAN 40MG)","","C09CA03","VALSARTAN","Hypertension;Ischemic Heart disease"
"02313006","cancelled","PMS-VALSARTAN","","PMS-VALSARTAN (VALSARTAN 80MG)","","C09CA03","VALSARTAN","Hypertension;Ischemic Heart disease"
"02313014","cancelled","PMS-VALSARTAN","","PMS-VALSARTAN (VALSARTAN 160MG)","","C09CA03","VALSARTAN","Hypertension;Ischemic Heart disease"
"02313049","cancelled","TEVA-ANASTROZOLE","","TEVA-ANASTROZOLE (ANASTROZOLE 1MG)","","L02BG03","ANASTROZOLE",""
"02313065","marketed","PRO-ZOPICLONE","","PRO-ZOPICLONE (ZOPICLONE 5MG)","","N05CF01","ZOPICLONE",""
"02313073","marketed","PRO-ZOPICLONE","","PRO-ZOPICLONE (ZOPICLONE 7.5MG)","","N05CF01","ZOPICLONE",""
"02313081","dormant","PMS-ACETAMINOPHEN E","","PMS-ACETAMINOPHEN E (ACETAMINOPHEN 500MG)","","N02BE01","ACETAMINOPHEN (PARACETAMOL)",""
"02313111","dormant","ADVATE","","ADVATE (ANTIHEMOPHILIC FACTOR (RECOMBINANT) 2000UNIT)","","B02BD02","COAGULATION FACTOR VIII",""
"02313154","cancelled","WATERGUARD KIDS","","WATERGUARD KIDS (AVOBENZONE 3%, OCTOCRYLENE 4%, OXYBENZONE 5%, OCTISALATE 5%, HOMOSALATE 15%)","WATERGUARD KIDS (OXYBENZONE 5%, AVOBENZONE 3%, HOMOSALATE 15%, OCTOCRYLENE 4%, OCTISALATE 5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02313162","marketed","BISMUTH SUBSALICYLATE LIQUID","BISMUTH SUBSALICYLATE SUSPENSION","BISMUTH SUBSALICYLATE LIQUID (BISMUTH SUBSALICYLATE 17.5MG)","BISMUTH SUBSALICYLATE SUSPENSION (BISMUTH SUBSALICYLATE 17.5MG)","A07BB","BISMUTH PREPARATIONS",""
"02313189","cancelled","DAILY DEFENSE SPF 15","","DAILY DEFENSE SPF 15 (OXYBENZONE 2.0%, OCTISALATE 3.0%, OCTINOXATE 7.5%)","","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02313219","cancelled","ULTRA SHEER DRY-TOUCH SUNSCREEN SPF 45","","ULTRA SHEER DRY-TOUCH SUNSCREEN SPF 45 (AVOBENZONE 3.0%, OCTOCRYLENE 2.8%, OXYBENZONE 6.0%, OCTISALATE 5.0%, HOMOSALATE 10.0%)","ULTRA SHEER DRY-TOUCH SUNSCREEN SPF 45 (OXYBENZONE 6.0%, AVOBENZONE 3.0%, HOMOSALATE 10.0%, OCTOCRYLENE 2.8%, OCTISALATE 5.0%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02313332","marketed","SANDOZ LOSARTAN","","SANDOZ LOSARTAN (LOSARTAN POTASSIUM 25MG)","","C09CA01","LOSARTAN","Hypertension;Ischemic Heart disease"
"02313340","marketed","SANDOZ LOSARTAN","","SANDOZ LOSARTAN (LOSARTAN POTASSIUM 50MG)","","C09CA01","LOSARTAN","Hypertension;Ischemic Heart disease"
"02313359","marketed","SANDOZ LOSARTAN","","SANDOZ LOSARTAN (LOSARTAN POTASSIUM 100MG)","","C09CA01","LOSARTAN","Hypertension;Ischemic Heart disease"
"02313375","marketed","SANDOZ LOSARTAN HCT","","SANDOZ LOSARTAN HCT (HYDROCHLOROTHIAZIDE 12.5MG, LOSARTAN POTASSIUM 50MG)","SANDOZ LOSARTAN HCT (LOSARTAN POTASSIUM 50MG, LOSARTAN POTASSIUM 50MG, HYDROCHLOROTHIAZIDE 12.5MG, HYDROCHLOROTHIAZIDE 12.5MG)","C09DA01;C09DA01;C09D","LOSARTAN AND DIURETICS;LOSARTAN AND DIURETICS;LOSARTAN AND DIURETICS;LOSARTAN AND DIURETICS","Hypertension;Ischemic Heart disease"
"02313383","marketed","SANDOZ LOSARTAN HCT DS","","SANDOZ LOSARTAN HCT DS (HYDROCHLOROTHIAZIDE 25MG, LOSARTAN POTASSIUM 100MG)","SANDOZ LOSARTAN HCT DS (LOSARTAN POTASSIUM 100MG, LOSARTAN POTASSIUM 100MG, HYDROCHLOROTHIAZIDE 25MG, HYDROCHLOROTHIAZIDE 25MG)","C09DA01;C09DA01;C09D","LOSARTAN AND DIURETICS;LOSARTAN AND DIURETICS;LOSARTAN AND DIURETICS;LOSARTAN AND DIURETICS","Hypertension;Ischemic Heart disease"
"02313391","cancelled","ANTISEPTIC SKIN CLEANSER","","ANTISEPTIC SKIN CLEANSER (CHLORHEXIDINE GLUCONATE 2%)","","D08AC02","CHLORHEXIDINE",""
"02313405","dormant","JAMP-CITALOPRAM","","JAMP-CITALOPRAM (CITALOPRAM (CITALOPRAM HYDROBROMIDE) 20MG)","","N06AB04","CITALOPRAM","Depression"
"02313413","dormant","JAMP-CITALOPRAM","","JAMP-CITALOPRAM (CITALOPRAM (CITALOPRAM HYDROBROMIDE) 40MG)","","N06AB04","CITALOPRAM","Depression"
"02313421","dormant","PMS-BUPROPION SR","","PMS-BUPROPION SR (BUPROPION HYDROCHLORIDE 150MG)","","N06AX12","BUPROPION","Depression"
"02313448","cancelled","PMS-ATORVASTATIN","","PMS-ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM) 10MG)","","C10AA05","ATORVASTATIN","Hypertension;Ischemic Heart disease"
"02313456","cancelled","PMS-ATORVASTATIN","","PMS-ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM) 20MG)","","C10AA05","ATORVASTATIN","Hypertension;Ischemic Heart disease"
"02313464","cancelled","PMS-ATORVASTATIN","","PMS-ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM) 40MG)","","C10AA05","ATORVASTATIN","Hypertension;Ischemic Heart disease"
"02313472","cancelled","PMS-ATORVASTATIN","","PMS-ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM) 80MG)","","C10AA05","ATORVASTATIN","Hypertension;Ischemic Heart disease"
"02313561","cancelled","CO ESCITALOPRAM","ACT ESCITALOPRAM","CO ESCITALOPRAM (ESCITALOPRAM (ESCITALOPRAM OXALATE) 10MG)","ACT ESCITALOPRAM (ESCITALOPRAM (ESCITALOPRAM OXALATE) 10MG)","N06AB10","ESCITALOPRAM",""
"02313588","cancelled","CO ESCITALOPRAM","ACT ESCITALOPRAM","CO ESCITALOPRAM (ESCITALOPRAM (ESCITALOPRAM OXALATE) 20MG)","ACT ESCITALOPRAM (ESCITALOPRAM (ESCITALOPRAM OXALATE) 20MG)","N06AB10","ESCITALOPRAM",""
"02313634","cancelled","LIFT LUMIERE","","LIFT LUMIERE (TITANIUM DIOXIDE 5.6%, OCTINOXATE 7.5%)","","D02BA30;D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION",""
"02313650","marketed","PRO-TOPIRAMATE","","PRO-TOPIRAMATE (TOPIRAMATE 25MG)","","N03AX11","TOPIRAMATE",""
"02313669","marketed","PRO-TOPIRAMATE","","PRO-TOPIRAMATE (TOPIRAMATE 100MG)","","N03AX11","TOPIRAMATE",""
"02313677","marketed","PRO-TOPIRAMATE","","PRO-TOPIRAMATE (TOPIRAMATE 200MG)","","N03AX11","TOPIRAMATE",""
"02313685","marketed","JAMP-ONDANSETRON","","JAMP-ONDANSETRON (ONDANSETRON (ONDANSETRON HYDROCHLORIDE) 4MG)","","A04AA01","ONDANSETRON",""
"02313693","marketed","JAMP-ONDANSETRON","","JAMP-ONDANSETRON (ONDANSETRON (ONDANSETRON HYDROCHLORIDE) 8MG)","","A04AA01","ONDANSETRON",""
"02313707","marketed","RAN-ATORVASTATIN","TARO-ATORVASTATIN","RAN-ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM) 10MG)","TARO-ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM) 10MG)","C10AA05","ATORVASTATIN","Hypertension;Ischemic Heart disease"
"02313715","marketed","RAN-ATORVASTATIN","TARO-ATORVASTATIN","RAN-ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM) 20MG)","TARO-ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM) 20MG)","C10AA05","ATORVASTATIN","Hypertension;Ischemic Heart disease"
"02313723","marketed","RAN-ATORVASTATIN","TARO-ATORVASTATIN","RAN-ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM) 40MG)","TARO-ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM) 40MG)","C10AA05","ATORVASTATIN","Hypertension;Ischemic Heart disease"
"02313731","marketed","NOVO-CILAZAPRIL/HCTZ","TEVA-CILAZAPRIL/HCTZ","NOVO-CILAZAPRIL/HCTZ (HYDROCHLOROTHIAZIDE 12.5MG, CILAZAPRIL (CILAZAPRIL MONOHYDRATE) 5MG)","TEVA-CILAZAPRIL/HCTZ (CILAZAPRIL (CILAZAPRIL MONOHYDRATE) 5MG, CILAZAPRIL (CILAZAPRIL MONOHYDRATE) 5MG, HYDROCHLOROTHIAZIDE 12.5MG, HYDROCHLOROTHIAZIDE 12.5MG)","C09BA08;C09BA08;C09B","CILAZAPRIL AND DIURETICS;CILAZAPRIL AND DIURETICS;CILAZAPRIL AND DIURETICS;CILAZAPRIL AND DIURETICS","Hypertension;Ischemic Heart disease"
"02313758","marketed","RAN-ATORVASTATIN","TARO-ATORVASTATIN","RAN-ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM) 80MG)","TARO-ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM) 80MG)","C10AA05","ATORVASTATIN","Hypertension;Ischemic Heart disease"
"02313766","cancelled","ADALAT XL PLUS","","ADALAT XL PLUS (ACETYLSALICYLIC ACID 81MG, NIFEDIPINE 20MG)","ADALAT XL PLUS (ACETYLSALICYLIC ACID 81MG, ACETYLSALICYLIC ACID 81MG, NIFEDIPINE 20MG, NIFEDIPINE 20MG)","C08CA55;C08CA55;C08C","NIFEDIPINE, COMBINATIONS;NIFEDIPINE, COMBINATIONS;NIFEDIPINE, COMBINATIONS;NIFEDIPINE, COMBINATIONS","Hypertension;Ischemic Heart disease;Stroke"
"02313774","cancelled","ADALAT XL PLUS","","ADALAT XL PLUS (ACETYLSALICYLIC ACID 81MG, NIFEDIPINE 30MG)","ADALAT XL PLUS (ACETYLSALICYLIC ACID 81MG, ACETYLSALICYLIC ACID 81MG, NIFEDIPINE 30MG, NIFEDIPINE 30MG)","C08CA55;C08CA55;C08C","NIFEDIPINE, COMBINATIONS;NIFEDIPINE, COMBINATIONS;NIFEDIPINE, COMBINATIONS;NIFEDIPINE, COMBINATIONS","Hypertension;Ischemic Heart disease;Stroke"
"02313782","cancelled","ADALAT XL PLUS","","ADALAT XL PLUS (ACETYLSALICYLIC ACID 81MG, NIFEDIPINE 60MG)","ADALAT XL PLUS (ACETYLSALICYLIC ACID 81MG, ACETYLSALICYLIC ACID 81MG, NIFEDIPINE 60MG, NIFEDIPINE 60MG)","C08CA55;C08CA55;C08C","NIFEDIPINE, COMBINATIONS;NIFEDIPINE, COMBINATIONS;NIFEDIPINE, COMBINATIONS;NIFEDIPINE, COMBINATIONS","Hypertension;Ischemic Heart disease;Stroke"
"02313790","cancelled","OCEAN POTION SUNSCREEN LOTION SPF 15","","OCEAN POTION SUNSCREEN LOTION SPF 15 (AVOBENZONE 1.2%, OCTISALATE 5.0%, HOMOSALATE 7.5%)","OCEAN POTION SUNSCREEN LOTION SPF 15 (AVOBENZONE 1.2%, HOMOSALATE 7.5%, OCTISALATE 5.0%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02313804","cancelled","OCEAN POTION SUNSCREEN LOTION SPF 30","","OCEAN POTION SUNSCREEN LOTION SPF 30 (AVOBENZONE 2.0%, OXYBENZONE 3.0%, OCTISALATE 5.0%, HOMOSALATE 10%)","OCEAN POTION SUNSCREEN LOTION SPF 30 (OXYBENZONE 3.0%, AVOBENZONE 2.0%, HOMOSALATE 10%, OCTISALATE 5.0%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02313855","marketed","SANDOZ MYCOPHENOLATE MOFETIL","","SANDOZ MYCOPHENOLATE MOFETIL (MYCOPHENOLATE MOFETIL 500MG)","","L04AA06","MYCOPHENOLIC ACID",""
"02313863","dormant","SCANDONEST 2% WITH LEVONORDEFRIN","","SCANDONEST 2% WITH LEVONORDEFRIN (MEPIVACAINE HYDROCHLORIDE 20MG, CORBADRINE (CORBADRINE HYDROCHLORIDE) 0.05MG)","SCANDONEST 2% WITH LEVONORDEFRIN (CORBADRINE (CORBADRINE HYDROCHLORIDE) 0.05MG, MEPIVACAINE HYDROCHLORIDE 20MG)","N01BB53;N01BB53","MEPIVACAINE, COMBINATIONS;MEPIVACAINE, COMBINATIONS",""
"02313871","cancelled","CONTROL-BAC","","CONTROL-BAC (BENZALKONIUM CHLORIDE 0.1%)","","D08AJ01","BENZALKONIUM",""
"02313901","dormant","APO-QUETIAPINE","","APO-QUETIAPINE (QUETIAPINE (QUETIAPINE FUMARATE) 25MG)","","N05AH04","QUETIAPINE",""
"02313928","dormant","APO-QUETIAPINE","","APO-QUETIAPINE (QUETIAPINE (QUETIAPINE FUMARATE) 100MG)","","N05AH04","QUETIAPINE",""
"02313936","dormant","APO-QUETIAPINE","","APO-QUETIAPINE (QUETIAPINE (QUETIAPINE FUMARATE) 200MG)","","N05AH04","QUETIAPINE",""
"02313944","dormant","APO-QUETIAPINE","","APO-QUETIAPINE (QUETIAPINE (QUETIAPINE FUMARATE) 300MG)","","N05AH04","QUETIAPINE",""
"02313960","marketed","TEVA-ZOLMITRIPTAN","","TEVA-ZOLMITRIPTAN (ZOLMITRIPTAN 2.5MG)","","N02CC03","ZOLMITRIPTAN",""
"02313979","cancelled","MYLAN-LEVOFLOXACIN","","MYLAN-LEVOFLOXACIN (LEVOFLOXACIN (LEVOFLOXACIN HEMIHYDRATE) 250MG)","","J01MA12","LEVOFLOXACIN",""
"02313987","cancelled","MYLAN-LEVOFLOXACIN","","MYLAN-LEVOFLOXACIN (LEVOFLOXACIN (LEVOFLOXACIN HEMIHYDRATE) 500MG)","","J01MA12","LEVOFLOXACIN",""
"02313995","cancelled","SANDOZ QUETIAPINE","","SANDOZ QUETIAPINE (QUETIAPINE (QUETIAPINE FUMARATE) 25MG)","","N05AH04","QUETIAPINE",""
"02314002","cancelled","SANDOZ QUETIAPINE","","SANDOZ QUETIAPINE (QUETIAPINE (QUETIAPINE FUMARATE) 100MG)","","N05AH04","QUETIAPINE",""
"02314010","cancelled","SANDOZ QUETIAPINE","","SANDOZ QUETIAPINE (QUETIAPINE (QUETIAPINE FUMARATE) 200MG)","","N05AH04","QUETIAPINE",""
"02314029","cancelled","SANDOZ QUETIAPINE","","SANDOZ QUETIAPINE (QUETIAPINE (QUETIAPINE FUMARATE) 300MG)","","N05AH04","QUETIAPINE",""
"02314037","marketed","RAN-ROPINIROLE","","RAN-ROPINIROLE (ROPINIROLE (ROPINIROLE HYDROCHLORIDE) 0.25MG)","","N04BC04","ROPINIROLE","Parkinsonism"
"02314053","marketed","RAN-ROPINIROLE","","RAN-ROPINIROLE (ROPINIROLE (ROPINIROLE HYDROCHLORIDE) 1.0MG)","","N04BC04","ROPINIROLE","Parkinsonism"
"02314061","marketed","RAN-ROPINIROLE","","RAN-ROPINIROLE (ROPINIROLE (ROPINIROLE HYDROCHLORIDE) 2.0MG)","","N04BC04","ROPINIROLE","Parkinsonism"
"02314088","marketed","RAN-ROPINIROLE","","RAN-ROPINIROLE (ROPINIROLE (ROPINIROLE HYDROCHLORIDE) 5.0MG)","","N04BC04","ROPINIROLE","Parkinsonism"
"02314096","cancelled","OCEAN POTION KIDS SUNSCREEN LOTION SPF 50","","OCEAN POTION KIDS SUNSCREEN LOTION SPF 50 (AVOBENZONE 2.0%, OCTOCRYLENE 2.0%, OXYBENZONE 5.0%, OCTISALATE 5.0%, HOMOSALATE 10.0%)","OCEAN POTION KIDS SUNSCREEN LOTION SPF 50 (OXYBENZONE 5.0%, AVOBENZONE 2.0%, HOMOSALATE 10.0%, OCTOCRYLENE 2.0%, OCTISALATE 5.0%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02314126","marketed","PHENREX MVD","","PHENREX MVD (CHLOROXYLENOL 0.6%)","","D08AE05","CHLOROXYLENOL",""
"02314150","cancelled","CATENA","","CATENA (IDEBENONE 150MG)","","N06BX13","IDEBENONE",""
"02314169","cancelled","ARTISTRY TINTED MOISTURISER SPF 15","","ARTISTRY TINTED MOISTURISER SPF 15 (AVOBENZONE 2.0%, OCTINOXATE 7.5%)","","D02BA30;D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION",""
"02314177","marketed","SANDOZ RABEPRAZOLE","","SANDOZ RABEPRAZOLE (RABEPRAZOLE SODIUM 10MG)","","A02BC04","RABEPRAZOLE",""
"02314185","marketed","SANDOZ RABEPRAZOLE","","SANDOZ RABEPRAZOLE (RABEPRAZOLE SODIUM 20MG)","","A02BC04","RABEPRAZOLE",""
"02314231","cancelled","SOLUTIONS AM TOTAL RADIANCE DAY CREAM","","SOLUTIONS AM TOTAL RADIANCE DAY CREAM (AVOBENZONE 2.0%, OCTISALATE 5.0%, OCTINOXATE 7.5%)","","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02314266","cancelled","MESOESTETIC SUN PROTECTION SPF 25","","MESOESTETIC SUN PROTECTION SPF 25 (AVOBENZONE 0.1%, OXYBENZONE 3.0%, OCTISALATE 0.5%, OCTINOXATE 7.5%)","MESOESTETIC SUN PROTECTION SPF 25 (OXYBENZONE 3.0%, AVOBENZONE 0.1%, OCTISALATE 0.5%, OCTINOXATE 7.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02314274","cancelled","AVEENO ACTIVE NATURALS SUNSCREEN SPRAY SPF 45","","AVEENO ACTIVE NATURALS SUNSCREEN SPRAY SPF 45 (AVOBENZONE 3.0%, OCTOCRYLENE 4.0%, OXYBENZONE 6.0%, OCTISALATE 5.0%, HOMOSALATE 15.0%)","AVEENO ACTIVE NATURALS SUNSCREEN SPRAY SPF 45 (OXYBENZONE 6.0%, AVOBENZONE 3.0%, HOMOSALATE 15.0%, OCTOCRYLENE 4.0%, OCTISALATE 5.0%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02314282","cancelled","TEVA-ALFUZOSIN PR","","TEVA-ALFUZOSIN PR (ALFUZOSIN HYDROCHLORIDE 10MG)","","G04CA01","ALFUZOSIN",""
"02314290","marketed","TEVA-NARATRIPTAN","","TEVA-NARATRIPTAN (NARATRIPTAN (NARATRIPTAN HYDROCHLORIDE) 1MG)","","N02CC02","NARATRIPTAN",""
"02314304","marketed","TEVA-NARATRIPTAN","","TEVA-NARATRIPTAN (NARATRIPTAN (NARATRIPTAN HYDROCHLORIDE) 2.5MG)","","N02CC02","NARATRIPTAN",""
"02314312","dormant","BISMUTH","","BISMUTH (BISMUTH SUBSALICYLATE 262MG)","BISMUTH (BISMUTH SUBSALICYLATE 262MG, BISMUTH SUBSALICYLATE 262MG)","A07BB;A07BB","BISMUTH PREPARATIONS;BISMUTH PREPARATIONS",""
"02314320","dormant","T36 ANTISEPTIC HAND SANITIZER","","T36 ANTISEPTIC HAND SANITIZER (ALCOHOL ANHYDROUS 70%, BENZALKONIUM CHLORIDE 0.15%)","T36 ANTISEPTIC HAND SANITIZER (BENZALKONIUM CHLORIDE 0.15%, ALCOHOL ANHYDROUS 70%)","D08AJ51;D08AJ51","BENZALKONIUM, COMBINATIONS;BENZALKONIUM, COMBINATIONS",""
"02314339","cancelled","SOLUTIONS A.M. AGELESS RESULTS DAY CREAM","","SOLUTIONS A.M. AGELESS RESULTS DAY CREAM (AVOBENZONE 2.0%, OXYBENZONE 4.0%, OCTISALATE 5.0%, OCTINOXATE 7.5%)","SOLUTIONS A.M. AGELESS RESULTS DAY CREAM (OXYBENZONE 4.0%, AVOBENZONE 2.0%, OCTISALATE 5.0%, OCTINOXATE 7.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02314347","dormant","ANTISEPTIC ORAL RINSE WITH CPC","","ANTISEPTIC ORAL RINSE WITH CPC (CETYLPYRIDINIUM CHLORIDE 0.07%)","","R02AA06","CETYLPYRIDINIUM",""
"02314363","cancelled","OCEAN POTION SPORT XTREME SUNSCREEN LOTION SPF 30","","OCEAN POTION SPORT XTREME SUNSCREEN LOTION SPF 30 (AVOBENZONE 2.0%, OXYBENZONE 3.0%, OCTISALATE 5.0%, HOMOSALATE 10.0%)","OCEAN POTION SPORT XTREME SUNSCREEN LOTION SPF 30 (OXYBENZONE 3.0%, AVOBENZONE 2.0%, HOMOSALATE 10.0%, OCTISALATE 5.0%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02314541","marketed","TEVA-ATOMOXETINE","","TEVA-ATOMOXETINE (ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE) 10MG)","","N06BA09","ATOMOXETINE",""
"02314568","marketed","TEVA-ATOMOXETINE","","TEVA-ATOMOXETINE (ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE) 18MG)","","N06BA09","ATOMOXETINE",""
"02314576","marketed","TEVA-ATOMOXETINE","","TEVA-ATOMOXETINE (ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE) 25MG)","","N06BA09","ATOMOXETINE",""
"02314584","marketed","TEVA-ATOMOXETINE","","TEVA-ATOMOXETINE (ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE) 40MG)","","N06BA09","ATOMOXETINE",""
"02314592","marketed","TEVA-ATOMOXETINE","","TEVA-ATOMOXETINE (ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE) 60MG)","","N06BA09","ATOMOXETINE",""
"02314630","cancelled","APO-FENTANYL MATRIX","","APO-FENTANYL MATRIX (FENTANYL 25μG)","APO-FENTANYL MATRIX (FENTANYL 25MCG)","N02AB03","FENTANYL",""
