"input","match","din/npn","dtc","ahfs","database","pres","type","both"
"nutrasea","Nutrasea","80007502","","","natural","","direct",""
"NutraSea - EPA 1500mg/DHA 500mg","Nutrasea","80007502","","","natural","","word",""
"nutri flex supreme","Flex","80020548","","","natural","","word",""
"nutri-flex supreme","Nutri-Flex","80005771","","","natural","","word",""
"nutricap","Nutricap","80017917","","","natural","","direct",""
"nutricap","Nutricap","80017917","","","natural","NO","direct",""
"nutrichem multivitamin","MULTIVITAMIN","02236800","","","drug","NO","word","yes"
"nutrichem one and only","Nutrichem","80002679","","","natural","","word",""
"NutriLite Double X","NUTRILITE DOUBLE X","02246512","A11AA03","88:28.01","drug","","direct","yes"
"nutrilite multi vitamin","MULTI","02243300","S01XA20","52:12.00","drug","NO","word","yes"
"Nutrilite multivitamin","MULTIVITAMIN","02236800","","","drug","","word","yes"
"ocular multivitamin","Areds2 Eye Care Ocular Multivitamin","80057524","","","natural","NO","direct",""
"ocunox 5 g eye ointment with vitamin a","VITAMIN A","02049694","A11CA01","88:04.00","drug","NO","word","yes"
"oil of oregano","Oil Of Oregano","80033279","","","natural","","direct",""
"oil of oregano","Oil Of Oregano","80033279","","","natural","NO","direct",""
"oil or oregano","Oregano","80038255","","","natural","NO","word",""
"Oligo brand Vitality Multivitamin supplement","MULTIVITAMIN","02236800","","","drug","","word","yes"
"Olive Leaf Intrinsic","Olive Leaf Intrinsic","80052803","","","natural","YES","direct",""
"olmetec + 20-12.5","OLMETEC","02318652","C09CA08","24:32.08","drug","","word","no"
"omeg 3/ vitamin d","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"omega","Oméga","80060745","","","natural","","direct",""
"omega","Oméga","80060745","","","natural","NO","direct",""
"Omega - 3","Omega - 3 Fish Oil 36/24","80019176","","","natural","NO","direct",""
"OMEGA -3","Oméga","80060745","","","natural","","word",""
"Omega -3 select","Oméga","80060745","","","natural","","word",""
"omega 1000 mg","Oméga","80060745","","","natural","","word",""
"omega 3","Oméga 3","80002335","","","natural","","direct",""
"Omega 3","Oméga 3","80002335","","","natural","NO","direct",""
"omega 3","Oméga 3","80002335","","","natural","YES","direct",""
"Omega 3 (health balance brand)","BALANCE","00390496","V07AV","38:00.00","drug","","word","yes"
"Omega 3 + CoQ10","Omega 3 + Coq10","80066181","","","natural","","direct",""
"omega 3 1000 mg","Omega 3 1000 Mg","80012861","","","natural","","direct",""
"Omega 3 1000mg","Omega 3 1000mg","80002551","","","natural","","direct",""
"Omega 3 1200 mg","Omega 3 1200 Mg","80002059","","","natural","","direct",""
"Omega 3 6 9","Omega 3 6 9","80012474","","","natural","NO","direct",""
"omega 3 6 9","Omega 3 6 9","80012474","","","natural","","direct",""
"omega 3 coenzyme q10","COENZYME Q10","02229620","C01EB09","88:30.00","drug","NO","word","yes"
"oméga 3 et vitamine d","VITAMINE D","02136872","A11CC","88:16.00","drug","","word","yes"
"omega 3 fatty acids fish oil company of supplement auum healing balance brand","BALANCE","00390496","V07AV","38:00.00","drug","","word","yes"
"omega 3 fish oil","Omega 3 Fish Oil","80002752","","","natural","","direct",""
"Omega 3 fish oils","Omega 3 Fish Oils","80020187","","","natural","","direct",""
"omega 3 gummies","Omega 3 Gummies","80050272","","","natural","","direct",""
"omega 3 krill oil","Omega 3 Krill Oil","80058377","","","natural","","direct",""
"oméga 3 Life extension","Life","80037973","","","natural","YES","word",""
"omega 3 select","Omega 3 Select","80002596","","","natural","","direct",""
"Omega 3 total","TOTAL","00564427","V07AV","38:00.00","drug","","word","no"
"omega 3 vitamine d","VITAMINE D","02136872","A11CC","88:16.00","drug","NO","word","yes"
"OMEGA 3 WITH COENZYME Q10","COENZYME Q10","02229620","C01EB09","88:30.00","drug","","word","yes"
"omega 3 with coQ10","Omega 3 With Coq10","80021693","","","natural","","direct",""
"Omega 3 with Vitamin D","Omega 3 With Vitamin D","80066525","","","natural","","direct",""
"Omega 3, 6, 9","Oméga","80060745","","","natural","","word",""
"omega 3-6-9 1200 mg","Omega 3-6-9 1200 Mg","80006050","","","natural","","direct",""
"omega 3-6-9-1200 mg","Oméga","80060745","","","natural","","word",""
"omega 3/vitamin D3","Oméga","80060745","","","natural","NO","word",""
"omega 369","Omega 369","80022161","","","natural","","direct",""
"omega first","Omega First","80004324","","","natural","YES","direct",""
"omega joy","Oméga","80060745","","","natural","","word",""
"omega red","Oméga","80060745","","","natural","","word",""
"omega-3","OMEGA-3","02248743","C10AX06","88:30.00","drug","","direct","yes"
"Omega-3","OMEGA-3","02248743","C10AX06","88:30.00","drug","NO","direct","yes"
"Omega-3    1200mg","OMEGA-3","02248743","C10AX06","88:30.00","drug","NO","word","yes"
"Omega-3  600mg EPA/DHA","OMEGA-3","02248743","C10AX06","88:30.00","drug","NO","word","yes"
"Omega-3  900 mg","OMEGA-3","02248743","C10AX06","88:30.00","drug","","word","yes"
"Omega-3  900mg","OMEGA-3","02248743","C10AX06","88:30.00","drug","","word","yes"
"Omega-3 & CoQ10","Fish Oil & Plant Sterols","80025517","","","natural","NO","direct",""
"OMEGA-3 1000mg ( 300epa  , 200DHA)","OMEGA-3","02248743","C10AX06","88:30.00","drug","NO","word","yes"
"omega-3 fish oil","Omega-3 Fish Oil","80004394","","","natural","","direct",""
"Omega-3 Fish Oils","OMEGA-3","02248743","C10AX06","88:30.00","drug","YES","word","yes"
"Omega-3 NutraSea","OMEGA-3","02248743","C10AX06","88:30.00","drug","","word","yes"
"Omega-3 Select","OMEGA-3","02248743","C10AX06","88:30.00","drug","NO","word","yes"
"Omega-3 Select","OMEGA-3","02248743","C10AX06","88:30.00","drug","","word","yes"
"Omega-3 supplement (Kirkland brand) NPN 80028808","Fish Oil","80028808","","","natural","","code",""
"Omega-3-6-9","Omega-3-6-9","80020103","","","natural","NO","direct",""
"omega3","Omega3","80022727","","","natural","","direct",""
"omega3joy+","O3mega+ Joy (Softgel Capsule)","80013141","","","natural","","simple",""
"OmegEssential +D Fish Oil (Progressive brand) NPN 80025232","Progressive Omegessentials With Vitamin D","80025232","","","natural","","code",""
"omeprazole","OMEPRAZOLE","02339927","A02BC01","56:28.36","drug","","direct","no"
"omeprazole 20 mg","OMEPRAZOLE 20 MG","02436213","A02BC01","56:28.36","drug","","direct","no"
"Omga 3 fish oil","Fish Oil","80000846","","","natural","","word",""
"omnaris","OMNARIS","02303671","R01AD13","52:08.08","drug","","direct","no"
"One a day for men 50 +","FOR MEN","02240797","A11JB","88:28.01","drug","","word","no"
"one a day for women","FOR WOMEN","02240798","A11JB","88:28.01","drug","","word","no"
"one a day multi vitamin","MULTI","02243300","S01XA20","52:12.00","drug","","word","yes"
"one a day multi vitamin for woman","MULTI","02243300","S01XA20","52:12.00","drug","","word","yes"
"one a day multivitamin","MULTIVITAMIN","02236800","","","drug","","word","yes"
"one a day multivitamin","MULTIVITAMIN","02236800","","","drug","NO","word","yes"
"One a Day Women's Vitamin","WOMEN'S","02244123","A11AA03","88:28.01","drug","","word","yes"
"One a Day womens 50+ formula multivitamin","MULTIVITAMIN","02236800","","","drug","","word","yes"
"One-A-Day MultiVitamin","MULTIVITAMIN","02236800","","","drug","","word","yes"
"One-A-Day Senior","Multivitamins And Minerals With Lutein And Lycopene Formula Senior","80007355","","","natural","","word",""
"onetouch ultra bande","Ultra","80059272","","","natural","","word",""
"Opti-Guggul","Opti-Guggul Softgels","80061434","","","natural","","direct",""
"optima vitamine d 500 ml","VITAMINE D","02136872","A11CC","88:16.00","drug","YES","word","yes"
"OptiMega 3","Optimega-3","80014697","","","natural","","simple",""
"OPTIMEN MULTIVITAMIN","MULTIVITAMIN","02236800","","","drug","","word","yes"
"option + vit d","Sélection - Lotion Astringente Action Profonde","80043541","","","natural","","word",""
"opus cal d 400","Opus Cal D 400","80020974","","","natural","","direct",""
"opus cal-D 400","Cal-D 400","80017190","","","natural","","word",""
"opus-cal-d 400","Opus Cal D 400","80020974","","","natural","","simple",""
"Oregano oil","Oregano Oil","80035293","","","natural","","direct",""
"Organic flax oil","Organic Flax Oil","80030838","","","natural","","direct",""
"Ortho -Adapt","Ortho-Adapt","80039354","","","natural","","simple",""
"Ortho bones","Bones","80072497","","","natural","","word",""
"Ortho sleep","Sleep","80031734","","","natural","","word",""
"ortho-adapt 637 mg","Ortho-Adapt","80039354","","","natural","","word",""
"Ortho-Iron","Ortho Iron","80028762","","","natural","","simple",""
"Ortho-sleep","Ortho-Sleep","80028811","","","natural","","direct",""
"osteo bi-flex","Glucosamine Chondroitin Msm","80006606","","","natural","","direct",""
"Osteo Cal:Mag (Enerex)","Osteo","80036903","","","natural","","word",""
"Oxycodone","OXYCODONE","02325950","N02AA05","28:08.08","drug","","direct","no"
"Oxycontin","OXYCONTIN","02323192","N02AA05","28:08.08","drug","","direct","no"
"Palafer","Palafer","01923439","","","natural","NO","direct",""
"palafer 300 mg","Palafer","01923439","","","natural","","word",""
"PalaFer Iron Therapy","IRON","02049732","B03AE10","88:29.00","drug","","word","yes"
"Palefer Iron","IRON","02049732","B03AE10","88:29.00","drug","","word","yes"
"palma christi castor oil","CASTOR OIL","00179140","A06AB05","56:12.00","drug","NO","word","yes"
"Palmier nain","Palmier Nain","80001317","","","natural","","direct",""
"PANTOLOC","PANTOLOC","02229453","A02BC02","56:28.36","drug","","direct","no"
"Pantoprazole","PANTOPRAZOLE","02309858","A02BC02","56:28.36","drug","","direct","no"
"paroxetine","PAROXETINE","02248450","N06AB05","28:16.04.20","drug","","direct","no"
"Paroxetine HCL 20 mg","PAROXETINE","02248450","N06AB05","28:16.04.20","drug","","word","no"
"Paroxetine Hydrochloride","PAROXETINE","02248450","N06AB05","28:16.04.20","drug","","word","no"
"penlac","PENLAC","02250535","D01AE14","84:04.08.20","drug","","direct","no"
"pentasa","PENTASA","02399466","A07EC02","56:36.00","drug","","direct","no"
"pers soulagement allergies xfrs","Allergies","80003098","","","natural","","word",""
"PGX","Pgx","80023705","","","natural","","direct",""
"PGX Daily","Pgx Daily","80017389","","","natural","NO","direct",""
"pharma cal","Calvit D","80012033","","","natural","","simple",""
"Pharmanex Vitality","Vitality","80023630","","","natural","","word",""
"phosphatidylserine","Phosphatidylserine","80028676","","","natural","","direct",""
"phosphatidylserine","Phosphatidylserine","80028676","","","natural","NO","direct",""
"phsophatidyl choline","Choline","80007680","","","natural","","word",""
"PhytoMatrix natural vitamin supplement","Daily Multi Vitamin","80067478","","","natural","","word",""
"Plant Digestive Enzymes","Plant Digestive Enzymes","80033317","","","natural","","direct",""
"plant enzymes","Plant Enzymes","80034053","","","natural","","direct",""
"plavix","PLAVIX","02238682","B01AC04","20:12.18","drug","","direct","no"
"pms atorvastatin","ATORVASTATIN","02346486","C10AA05","24:06.08","drug","","word","no"
"pms bupropion sr","BUPROPION SR","02325357","N06AX12","28:16.04.92","drug","","word","no"
"PMS Diclofenac SR","DICLOFENAC SR","02352400","M01AB05","28:08.04.08","drug","","word","no"
"pms ferrous sulfate","Ferrous Sulfate","80043047","","","natural","","word",""
"pms finasteride","FINASTERIDE","02348888","C02KX","92:08.00","drug","","word","no"
"PMS Hydrochlorothiazide","HYDROCHLOROTHIAZIDE","02360594","C03AA03","40:28.20","drug","YES","word","no"
"pms hydrochlorothiazide","HYDROCHLOROTHIAZIDE","02360594","C03AA03","40:28.20","drug","","word","no"
"pms hydromorphone","HYDROMORPHONE","02192101","N02AA03","28:08.08","drug","","word","no"
"pms irbesartan","IRBESARTAN","02365197","C09CA04","24:32.08","drug","","word","no"
"pms oxybutynin","OXYBUTYNIN","02350238","G04BD04","86:12.04","drug","","word","no"
"Pms Ramipril","RAMIPRIL","02255316","C09AA05","24:32.04","drug","","word","no"
"pms rosuvastatin","ROSUVASTATIN","02381176","C10AA07","24:06.08","drug","","word","no"
"PMS rosuvastatin plaq","ROSUVASTATIN","02381176","C10AA07","24:06.08","drug","","word","no"
"pms trazodone","TRAZODONE","02348772","N06AX05","28:16.04.24","drug","","word","no"
"pms-alendronate","PMS-ALENDRONATE","02273179","M05BA04","92:24.00","drug","","direct","no"
"pms-amlodipine 5 mg","PMS-AMLODIPINE","02284065","C08CA01","24:28.08","drug","","word","no"
"pms-carbamazepine cr","PMS-CARBAMAZEPINE CR","02280744","N03AF01","28:12.92","drug","","direct","no"
"pms-ferrous sulfate","Pms-Ferrous Sulfate","80063474","","","natural","","direct",""
"Pms-Meloxicam 7.5mg","PMS-MELOXICAM","02248267","M01AC06","28:08.04.92","drug","","word","no"
"pms-ramipril","PMS-RAMIPRIL","02247917","C09AA05","24:32.04","drug","","direct","no"
"pms-ramipril hctz","PMS-RAMIPRIL","02247917","C09AA05","24:32.04","drug","","word","no"
"Poly C","Poly C","80022425","","","natural","","direct",""
"pomegranate juice","Pomegranate","80011196","","","natural","","word",""
"potassium","Potassium","80027000","","","natural","NO","direct",""
"potassium","Potassium","80027000","","","natural","","direct",""
"potassium chloride","Potassium Chloride","80005267","","","natural","","direct",""
"Potassium Citrate","Potassium Citrate","80007291","","","natural","","direct",""
"poudre accélérateur de récupération","POUDRE","02238887","D04AX","84:24.16","drug","","word","no"
"Pravastatin","PRAVASTATIN","02249766","C10AA03","24:06.08","drug","","direct","no"
"Pregabalin (pms)","PREGABALIN","02376946","N03AX16","28:12.92","drug","","word","no"
"pregabalin 50 mg","PREGABALIN","02376946","N03AX16","28:12.92","drug","","word","no"
"premarin","PREMARIN","02043394","G03CA57","68:16.04","drug","","direct","no"
"premarin","PREMARIN","02043394","G03CA57","68:16.04","drug","YES","direct","no"
"premarin cream","PREMARIN","02043394","G03CA57","68:16.04","drug","","word","no"
"Premarin vaginal cream","PREMARIN VAGINAL CREAM","02043440","G03CA57","68:16.04","drug","","direct","no"
"premium green superfood, nova forme brand, cyto greens for athletes","Greens","80025575","","","natural","","word",""
"prevacid","PREVACID","02165503","A02BC03","56:28.36","drug","","direct","no"
"prevacid 30 mg","PREVACID","02165503","A02BC03","56:28.36","drug","","word","no"
"prim rose oil","Rose","80035920","","","natural","","word",""
"primrose oil","Primrose Oil","80025310","","","natural","","direct",""
"pro amiodarone","AMIODARONE","02300893","C01BD01","24:04.04.20","drug","","word","no"
"pro biotic","PROBIOTIC","02172909","A07FA01","56:08.00","drug","","simple","yes"
"pro biotics","Probiotics","80055794","","","natural","","simple",""
"PRO CAL D 400","Pro-Cal-D 400","80008566","","","natural","YES","simple",""
"pro indapamide","INDAPAMIDE","02365324","C03BA11","40:28.24","drug","","word","no"
"pro metformin","METFORMIN","02231389","A10BA02","68:20.04","drug","","word","no"
"pro quetiapine","QUETIAPINE","02317893","N05AH04","28:16.08.04","drug","","word","no"
"pro ramipril","RAMIPRIL","02255316","C09AA05","24:32.04","drug","","word","no"
"pro-ADD","Dda","80039329","","","natural","NO","simple",""
"probalac probiotic","PROBIOTIC","02172909","A07FA01","56:08.00","drug","","word","yes"
"Probiotic","PROBIOTIC","02172909","A07FA01","56:08.00","drug","","direct","yes"
"Probiotic","PROBIOTIC","02172909","A07FA01","56:08.00","drug","NO","direct","yes"
"probiotic 12 billion active cells","PROBIOTIC","02172909","A07FA01","56:08.00","drug","","word","yes"
"probiotic 30 billions","PROBIOTIC","02172909","A07FA01","56:08.00","drug","NO","word","yes"
"probiotic 7-1","PROBIOTIC","02172909","A07FA01","56:08.00","drug","","word","yes"
"probiotic bio-k","PROBIOTIC","02172909","A07FA01","56:08.00","drug","","word","yes"
"probiotic multisouches","PROBIOTIC","02172909","A07FA01","56:08.00","drug","","word","yes"
"PROBIOTIC-ACIDOPHILUS","Acidophilus With Bifidus","80011789","","","natural","","simple",""
"probiotics","Probiotics","80055794","","","natural","","direct",""
"probiotics","Probiotics","80055794","","","natural","YES","direct",""
