"input","match","database","type","matches","both"
"Glucosamine Sulfate 500mg","Glucosamine Sulfate 500mg","natural","direct","1",""
"Glucosamine Sulfate 750 mg","Glucosamine Sulfate 750 Mg","natural","direct","1",""
"glucosamine sulphate","Glucosamine Sulphate","natural","direct","1",""
"Glucosamine sulphate","Glucosamine Sulphate","natural","direct","1",""
"Glucosamine with MSM","Glucosamine With Msm","natural","direct","1",""
"Glucosamine, chondroitin and msm","Glucosamine, Chondroitin And Msm","natural","direct","1",""
"Glucosamine/Chondroitin","Glucosamine/Chondroitin","natural","direct","1",""
"glucosamine/chondroitin","Glucosamine/Chondroitin","natural","direct","1",""
"glucosamine/chondroitin","Glucosamine/Chondroitin","natural","direct","1",""
"glucosense","Glucosense","natural","direct","1",""
"glutamine powder","Glutamine Powder","natural","direct","1",""
"grape seed","Grape Seed","natural","direct","1",""
"grape seed","Grape Seed","natural","direct","1",""
"Grape seed","Grape Seed","natural","direct","1",""
"GRAPE SEED","Grape Seed","natural","direct","1",""
"Grape seed 100mg","Grape Seed 100mg","natural","direct","1",""
"Grapeseed extract","Grapeseed Extract","natural","direct","1",""
"greens","Greens","natural","direct","1",""
"Greens","Greens","natural","direct","1",""
"Greens+","Greens+","natural","direct","1",""
"griffe du diable","Griffe Du Diable","natural","direct","1",""
"Healthy Colon","Healthy Colon","natural","direct","1",""
"hemp oil","Hemp Oil","natural","direct","1",""
"hepatica","Hepatica","natural","direct","1",""
"herb cocktail","Herb Cocktail","natural","direct","1",""
"Hi Potency B complex","Hi Potency B Complex","natural","direct","1",""
"honey elixir","Honey Elixir","natural","direct","1",""
"huile d'onagre","Huile D'Onagre","natural","direct","1",""
"huile de bourrache","Huile De Bourrache","natural","direct","1",""
"huile de lin","Huile De Lin","natural","direct","1",""
"huile de saumon","Oméga 3","natural","direct","1",""
"huile de saumon","Oméga 3","natural","direct","1",""
"huile de saumon","Oméga 3","natural","direct","1",""
"Humeur plus","Humeur Plus","natural","direct","1",""
"immune 7","Immune Fx","natural","direct","1",""
"Immunocal","Immunocal","natural","direct","1",""
"immunocal","Immunocal","natural","direct","1",""
"immunocal","Immunocal","natural","direct","1",""
"Infla-Heal Plus","Infla-Heal Plus","natural","direct","1",""
"Instaflex","Instaflex","natural","direct","1",""
"Insulin","Insulin","natural","direct","1",""
"insulin","Insulin","natural","direct","1",""
"insulin","Insulin","natural","direct","1",""
"insulin","Insulin","natural","direct","1",""
"Insulin","Insulin","natural","direct","1",""
"Insulin","Insulin","natural","direct","1",""
"insulin","Insulin","natural","direct","1",""
"insulin","Insulin","natural","direct","1",""
"ionix supreme","Ionix Supreme","natural","direct","1",""
"ionix supreme","Ionix Supreme","natural","direct","1",""
"iron glycinate","Iron Glycinate","natural","direct","1",""
"iron supplement","Iron Supplement","natural","direct","1",""
"Iron Supplement","Iron Supplement","natural","direct","1",""
"iron supplement","Iron Supplement","natural","direct","1",""
"iron supplement","Iron Supplement","natural","direct","1",""
"Isoflex","Isoflex","natural","direct","1",""
"isotonix opc-3","Isotonix Opc-3","natural","direct","1",""
"Jamieson Omega 3-6-9","Omega 3-6-9","natural","direct","1",""
"Jamieson Omega 3-6-9","Omega 3-6-9","natural","direct","1",""
"jamp-calcium","Calcium 500 Mg Tablets","natural","direct","1",""
"jamp-calcium","Calcium 500 Mg Tablets","natural","direct","1",""
"jamp-calcium","Calcium 500 Mg Tablets","natural","direct","1",""
"jamp-calcium","Calcium 500 Mg Tablets","natural","direct","1",""
"jamp-calcium","Calcium 500 Mg Tablets","natural","direct","1",""
"Jamp-Calcium","Calcium 500 Mg Tablets","natural","direct","1",""
"Jamp-calcium","Calcium 500 Mg Tablets","natural","direct","1",""
"jamp-calcium","Calcium 500 Mg Tablets","natural","direct","1",""
"jamp-calcium","Calcium 500 Mg Tablets","natural","direct","1",""
"jamp-calcium","Calcium 500 Mg Tablets","natural","direct","1",""
"Joint Ease","Joint Ease","natural","direct","1",""
"Joint Ease","Joint Ease","natural","direct","1",""
"Kenzen Bergisterol","Kenzen Bergisterol","natural","direct","1",""
"konjac root","Konjac Root","natural","direct","1",""
"Korean Red ginseng extract gold","Korean Red Ginseng Extract Gold","natural","direct","1",""
"krilex","Krilex","natural","direct","1",""
"krill Oil","Krill Oil","natural","direct","1",""
"krill oil","Krill Oil","natural","direct","1",""
"Krill Oil","Krill Oil","natural","direct","1",""
"KRILL OIL","Krill Oil","natural","direct","1",""
"L-Glutamine","L-Glutamine","natural","direct","1",""
"l-lysine","L-Lysine","natural","direct","1",""
"l-lysine","L-Lysine","natural","direct","1",""
"L-Tryptophan","L-Tryptophan","natural","direct","1",""
"lactaid","Lactaid","natural","direct","1",""
"lactobacillus acidophilus","Lactobacillus Acidophilus","natural","direct","1",""
"Lakota","Herbal Pain Relief Formula","natural","direct","1",""
"Lakota","Herbal Pain Relief Formula","natural","direct","1",""
"Lakota","Herbal Pain Relief Formula","natural","direct","1",""
"laminaria","Laminaria","natural","direct","1",""
"lean+ Extra Strength","Lean+ Extra Strength","natural","direct","1",""
"Lécithine","Lécithine","natural","direct","1",""
"lecithine","Lécithine","natural","direct","1",""
"lipo-flavonoid","Lipo-Flavonoid","natural","direct","1",""
"Liquid Vitamin D","Liquid Vitamin D","natural","direct","1",""
"lithium","Lithium","natural","direct","1",""
"lithium","Lithium","natural","direct","1",""
"LITHIUM","Lithium","natural","direct","1",""
"Lithium","Lithium","natural","direct","1",""
"lutein","Lutein","natural","direct","1",""
"lutein","Lutein","natural","direct","1",""
"lutein","Lutein","natural","direct","1",""
"lutein","Lutein","natural","direct","1",""
"lutein","Lutein","natural","direct","1",""
"lutein","Lutein","natural","direct","1",""
"Lutein","Lutein","natural","direct","1",""
"lutein","Lutein","natural","direct","1",""
"lutein","Lutein","natural","direct","1",""
"Lutein 20 mg","Lutein 20 Mg","natural","direct","1",""
"Lutein 20mg","Lutein 20mg","natural","direct","1",""
"Lutein-Z","Lutein-Z","natural","direct","1",""
"Luzerne","Luzerne","natural","direct","1",""
"lysine","Lysine","natural","direct","1",""
"M-Cal 500 mg","M-Cal 500 Mg","natural","direct","1",""
"maca","Maca","natural","direct","1",""
"Maca","Maca","natural","direct","1",""
"magnesium 100 mg","Magnesium 100 Mg","natural","direct","1",""
"Magnesium 250mg","Magnesium 250mg","natural","direct","1",""
"magnesium 300mg","Magnesium Citrate","natural","direct","1",""
"magnesium 500 mg","Magnesium 500 Mg","natural","direct","1",""
"magnesium 500mg","Magnesium 500mg","natural","direct","1",""
"magnesium bisglycinate","Magnesium Bisglycinate","natural","direct","1",""
"magnésium glycinate","Magnesium Glycinate","natural","direct","1",""
"magnésium plus","Magnesium Plus","natural","direct","1",""
"Magsmart","Magsmart","natural","direct","1",""
"mcal d1000","M Cal Calcium, Calcium 500 Mg + Vitamine D 1000 Ui","natural","direct","1",""
"MCAL d400","M-Cal D","natural","direct","1",""
"mcal d400","M-Cal D","natural","direct","1",""
"mcal d400","M-Cal D","natural","direct","1",""
"MCal D800","M Cal Calcium, Calcium 500 Mg + Vitamine D 800 Ui","natural","direct","1",""
"MCT Energy","Mct Energy","natural","direct","1",""
"mediclear plus","Mediclear Plus","natural","direct","1",""
"mega antioxidant","Mega Antioxidant","natural","direct","1",""
"Melaleuca","Melaleuca Essential Oil","natural","direct","1",""
"melatonin","Melatonin","natural","direct","1",""
"melatonin","Melatonin","natural","direct","1",""
"melatonin","Melatonin","natural","direct","1",""
"melatonin","Melatonin","natural","direct","1",""
"melatonin","Melatonin","natural","direct","1",""
"melatonin","Melatonin","natural","direct","1",""
"melatonin","Melatonin","natural","direct","1",""
"melatonin","Melatonin","natural","direct","1",""
"Melatonin","Melatonin","natural","direct","1",""
"melatonin","Melatonin","natural","direct","1",""
"melatonin","Melatonin","natural","direct","1",""
"melatonin","Melatonin","natural","direct","1",""
"melatonin","Melatonin","natural","direct","1",""
"melatonin","Melatonin","natural","direct","1",""
"Melatonin","Melatonin","natural","direct","1",""
"melatonin","Melatonin","natural","direct","1",""
"melatonin","Melatonin","natural","direct","1",""
"melatonin","Melatonin","natural","direct","1",""
"melatonin","Melatonin","natural","direct","1",""
"melatonin 10 mg","Melatonin 10 Mg","natural","direct","1",""
"melatonin 3 mg","Melatonin 3 Mg","natural","direct","1",""
"melatonin 3mg","Melatonin 3mg","natural","direct","1",""
"melatonin 3mg","Melatonin 3mg","natural","direct","1",""
"Melatonin 5 mg","Melatonin 5 Mg","natural","direct","1",""
"melatonin 5 mg","Melatonin 5 Mg","natural","direct","1",""
"melatonine","Mélatonine","natural","direct","1",""
"melatonine","Mélatonine","natural","direct","1",""
"melatonine","Mélatonine","natural","direct","1",""
"Meno","Meno","natural","direct","1",""
"menosense","Menosense","natural","direct","1",""
"Methyl-sulfonyl-methane","Msm 1000 Mg","natural","direct","1",""
"Migraine Relief","Migraine Relief","natural","direct","1",""
"Milk Thistle 250mg","Milk Thistle 250mg","natural","direct","1",""
"millepertuis","Millepertuis","natural","direct","1",""
"Monavie","Monavie","natural","direct","1",""
"mood take care","Serofin","natural","direct","1",""
"MSM","Msm","natural","direct","1",""
"multi mineral","Multi Mineral","natural","direct","1",""
"multi probiotic","Double Strength Ultimate Multi Live Microorganisms","natural","direct","1",""
"multi probiotic","Double Strength Ultimate Multi Live Microorganisms","natural","direct","1",""
"Multi Silver 50+","Multi Silver 50+","natural","direct","1",""
"multi strain probiotic","Complete Probiotic","natural","direct","1",""
"multi strain probiotic","Complete Probiotic","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"MULTI VITAMIN","Multi Vitamin","natural","direct","1",""
"MULTI VITAMIN","Multi Vitamin","natural","direct","1",""
"Multi Vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"Multi Vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"Multi vitamin","Multi Vitamin","natural","direct","1",""
"MULTI VITAMIN","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"Multi Vitamin","Multi Vitamin","natural","direct","1",""
"MULTI VITAMIN","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"Multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"Multi Vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"Multi Vitamin","Multi Vitamin","natural","direct","1",""
"Multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"Multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"Multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"Multi Vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"Multi Vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"Multi Vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"Multi Vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"Multi Vitamin","Multi Vitamin","natural","direct","1",""
"Multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
"multi vitamin","Multi Vitamin","natural","direct","1",""
